deep_trasfer,deep_fine_1e_4,deep_base,deep_fine_1e_5,deep_fine_1e_3
25748832020196.12,4670075313900.405,4218221805090.068,16340171713514.572,2169281470283.9744
15.008175997161343,11.253567867771316,10.001443331215455,8.943061319271782,6.775220225000618
5074330.696771361,2161035.703985569,2053831.00694533,4042297.825929526,1472848.0811964194
41.19052481651306,210.871031999588,146.24077224731445,202.1762700080872,211.5805320739746
