traditional,traditional_transfer,traditional_transfer_2000000
0.0023287761171182,0.0006678593831992,0.000667859383199211
0.0267266802002947,0.0083810535451326,0.00838105354513261
0.0250345096635219,0.003792614448109,0.0037926144481090825
0.6117993045047588,0.1986432515982834,0.19864325159828342
0.0014975828138386,0.0002603640770603,0.000260364077060305
0.0270649274993275,0.0022335702761977,0.00223357027619773
0.0012091588405066,0.0044516863153639,0.004451686315363987
0.0017506504709717,0.0044516863153639,0.004451686315363987
0.0165833236755244,0.0049186968916887,0.00491869689168877
0.0131399486331525,0.0019731092726037,0.001973109272603731
0.0250618906852111,0.0061621312145701,0.006162131214570148
0.0014975828138386,0.001597050098713,0.0015970500987130547
0.0007328063116909,0.0042686054837868,0.004268605483786847
0.0017506504709717,0.0129775481730433,0.012977548173043344
0.0076926661617919,0.0044516863153639,0.004451686315363987
0.0026293790001692,0.0092111695708261,0.009211169570826143
0.0038100445927787,0.0022335702761977,0.00223357027619773
0.0012091588405066,0.0034799277351062,0.0034799277351062786
0.0093525423070972,0.0041706953330698,0.004170695333069891
0.0038997017051972,0.0029704383793592,0.0029704383793592516
0.0065113364539391,0.0044516863153639,0.004451686315363987
0.0003134431180708,0.0044516863153639,0.004451686315363987
0.0017037727326748,0.0007939716017313,0.0007939716017313633
0.0109081654176548,0.0041706953330698,0.004170695333069891
0.0047771131875249,0.0044516863153639,0.004451686315363987
0.0022749644384061,0.0011792867142526,0.0011792867142526298
0.0020268956827871,0.0044516863153639,0.004451686315363987
0.0003851642997326,0.0044516863153639,0.004451686315363987
0.0004145584984818,0.0003238931973225,0.0003238931973225971
0.0018846547482957,0.0017971539440724,0.0017971539440724367
0.0036808294579674,0.0061621312145701,0.006162131214570148
0.004235505079826,0.0017971539440724,0.0017971539440724367
0.0045615535316393,0.0084906839629582,0.008490683962958233
0.0012608480771347,0.0003197836765546,0.0003197836765546268
0.0119036451140041,0.0071637317359323,0.007163731735932368
0.0001616386857078,0.0017971539440724,0.0017971539440724367
0.0027720352657838,0.0005305000719491,0.0005305000719491869
0.0016968579747112,0.0004545129512942,0.0004545129512942436
0.0017775144324542,0.0034799277351062,0.0034799277351062786
0.0761045767494735,0.0044516863153639,0.004451686315363987
0.0009259225720702,0.0004116340844412,0.0004116340844412653
0.1046932471330817,0.0044516863153639,0.004451686315363987
0.0004867608216881,0.0044516863153639,0.004451686315363987
0.0045539907271043,0.0017971539440724,0.0017971539440724367
0.2441141014347423,0.0792606636080496,0.0792606636080496
0.0530440307214446,0.0044516863153639,0.004451686315363987
0.0014975828138386,0.0038839241774624,0.003883924177462415
0.0025583568080919,0.0079027377475664,0.007902737747566477
0.0098616366984404,0.0044516863153639,0.004451686315363987
0.0023925147537766,0.0025526673960986,0.0025526673960986914
0.0021737900076278,0.0010592077282699,0.0010592077282699898
0.0062849812508959,0.0013176358880819,0.0013176358880819742
0.0031302793021255,0.008629556605484,0.00862955660548409
0.001819434288955,0.0038657844366884,0.0038657844366884746
0.0007328063116909,0.0034799277351062,0.0034799277351062786
0.0021739762742031,0.003085402441499,0.003085402441499077
0.0267266802002947,0.0083810535451326,0.00838105354513261
0.0083192661830568,0.0019844016386824,0.0019844016386824513
0.0089207394054743,0.012905126850043,0.012905126850043067
0.0095820000569493,0.0034307647329412,0.003430764732941265
0.0045615535316393,0.0044516863153639,0.004451686315363987
0.0021098499195021,0.0012161537148308,0.0012161537148308818
0.0027701407029397,0.0004545129512942,0.0004545129512942436
0.0017506504709717,0.0017316486311113,0.001731648631111371
0.0043340531801577,0.0044516863153639,0.004451686315363987
0.0029577466781218,0.0010592077282699,0.0010592077282699898
0.0011022724997441,0.0002595209366335,0.000259520936633514
0.0022092085136955,0.0022625251222661,0.0022625251222661946
0.0009377832163786,0.0017971539440724,0.0017971539440724367
0.0012091588405066,0.0017316486311113,0.005737744397178669
0.0166005461073122,0.0041706953330698,0.004170695333069891
0.00856510921641,0.0034799277351062,0.0034799277351062786
0.0014975828138386,0.0004876899989759,0.0004876899989759918
0.0158977170632595,0.0012621304583778,0.0012621304583778667
0.0082164959728297,0.0061621312145701,0.006162131214570148
0.0010389444568076,0.0019731092726037,0.001973109272603731
0.0021737900076278,0.0044149014877066,0.004414901487706639
0.0016478141832909,0.0019731092726037,0.001973109272603731
0.006013068481452,0.0010480857572327,0.0010480857572327544
0.0223380530546515,0.0034799277351062,0.0034799277351062786
0.0021737900076278,0.0019731092726037,0.001973109272603731
0.0021098499195021,0.0038839241774624,0.003883924177462415
0.0130327835304463,0.0032265669689367,0.0032265669689367795
0.0088959597954636,0.0030378495293622,0.003037849529362201
0.01008996362316,0.0029704383793592,0.0029704383793592516
0.004818991703796,0.0007976611567654,0.000797661156765448
0.0031436430851086,0.0038839241774624,0.003883924177462415
0.0035348070152147,0.0038839241774624,0.003883924177462415
0.0017270509668807,0.0017971539440724,0.0017971539440724367
0.000943982350785,0.0044516863153639,0.004451686315363987
0.001756559474139,0.0034799277351062,0.0034799277351062786
0.0057466556322799,0.0044516863153639,0.004451686315363987
0.0021098499195021,0.011147522512374,0.016317012142678756
0.0023586573348034,0.0011795491846839,0.00117954918468391
0.0019726723002978,0.0002958948629515,0.0002958948629515674
0.0011578817080938,0.0084764580472971,0.008476458047297138
0.0088707529280555,0.0044516863153639,0.004451686315363987
0.0014975828138386,0.0017971539440724,0.0017971539440724367
0.0021098499195021,0.0041706953330698,0.004170695333069891
0.0033825854380555,0.0044516863153639,0.004451686315363987
0.0250618906852111,0.0061621312145701,0.006162131214570148
0.0021098499195021,0.0034799277351062,0.0034799277351062786
0.0017506504709717,0.0034799277351062,0.0034799277351062786
0.0042787059940416,0.0034307647329412,0.003430764732941265
0.000958000229611,0.0017971539440724,0.0017971539440724367
0.0048441378369736,0.0038839241774624,0.003883924177462415
0.0138437535196592,0.0038839241774624,0.003883924177462415
0.0009804405468783,0.0004219117289669,4.420856774159544e-05
0.0064889535523778,0.0017971539440724,0.0017971539440724367
0.0038100445927787,0.0022335702761977,0.00223357027619773
0.004375325365384,0.0041706953330698,0.004170695333069891
0.0030646703204923,0.0019731092726037,0.001973109272603731
0.0009442404969125,0.0079027377475664,0.007902737747566477
0.0069111570454033,0.0041706953330698,0.004170695333069891
0.0021098499195021,0.0044516863153639,0.004451686315363987
0.000453073658884,0.0044516863153639,0.004451686315363987
0.0031302793021255,0.0044516863153639,0.004451686315363987
0.0162772919250017,0.0038839241774624,0.003883924177462415
0.0006934538918067,0.0044149014877066,0.004414901487706639
0.0014975828138386,0.0017971539440724,0.0017971539440724367
0.0017506504709717,0.0044516863153639,0.004451686315363987
0.0053435711548363,0.0007989194865622,0.0007989194865622473
0.0022092085136955,0.0014583986385466,0.001458398638546625
0.0126129699748244,0.0044516863153639,0.004451686315363987
0.0067772318017408,0.0011792867142526,0.0011792867142526298
0.0011022724997441,0.0003341172316735,0.0003341172316735676
0.0157033469340673,0.0038839241774624,0.003883924177462415
0.0011022724997441,0.0003341172316735,0.0003341172316735676
0.0004382080062009,0.0063064567609329,0.006306456760932919
0.0197897154945532,0.0017971539440724,0.0017971539440724367
0.0074879478706843,0.0023967563986208,0.014990285301384729
0.0016179748055425,0.0013329950492153,0.0020881977579857193
0.0010125966241862,0.0041706953330698,0.004170695333069891
0.0093692926657057,0.0002187474001862,0.00021874740018621247
0.0026293790001692,0.0038839241774624,0.003883924177462415
0.0012099792642762,0.0015501350879114,0.0015501350879114206
0.0434431537742626,0.0079027377475664,0.007902737747566477
0.0060731022677623,0.0020928449708301,0.0020928449708301506
0.0004731234514632,0.0044149014877066,0.004414901487706639
0.0009199529968498,0.0034799277351062,0.0034799277351062786
0.0127777436202691,0.0017309047237306,0.0017309047237306814
0.006345009337091,0.0044516863153639,0.004451686315363987
0.0048082928178211,0.0044516863153639,0.004451686315363987
0.0076922182363734,0.0024754503281939,0.002475450328193964
0.0052569953519792,0.0017971539440724,0.0017971539440724367
0.0025348590676305,0.0044516863153639,0.004451686315363987
0.1093452034605606,0.0038839241774624,0.003883924177462415
0.0004919225351231,0.0044516863153639,0.004451686315363987
0.0001645284368514,0.0038823795599405,0.0038823795599405423
0.0016498273171683,0.0002603640770603,0.000260364077060305
0.0683711101474461,0.0155660188887746,0.007832821123800944
0.0212957696258011,0.0141408866194589,0.0019844016386824513
0.0013923481679091,0.000159579498464,0.0004037376818208629
0.0053677448771445,0.0038839241774624,0.003883924177462415
0.0065990214992196,0.0044516863153639,0.004451686315363987
0.0044450120377365,0.0011792867142526,0.0011792867142526298
0.0168067547712749,0.0046104589360805,0.004610458936080569
0.0012146922750043,0.0010879671942003,0.001087967194200367
0.0084316628860652,0.0022335702761977,0.00223357027619773
0.0092228501762799,0.0014583986385466,0.001458398638546625
0.0134540477826668,0.0017971539440724,0.0017971539440724367
0.0020596705680587,0.0019731092726037,0.001973109272603731
0.0029013273003313,0.0004116340844412,0.0004116340844412653
0.001756559474139,0.0004116340844412,0.0004116340844412653
0.0608482265814458,0.0210534382398438,0.021053438239843892
0.0027720352657838,0.0038839241774624,0.003883924177462415
0.0043340531801577,0.0044516863153639,0.004451686315363987
0.0297321331896178,0.0148180689172395,0.014818068917239592
0.0271715310543184,0.0044516863153639,0.004451686315363987
0.0021098499195021,0.0034799277351062,0.0034799277351062786
